metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1758427547,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427547,100.000000,,,,,,,,,,,,,,,,
vus,1758427548,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427548,100.000000,,,,,,,,,,,,,,,,
vus,1758427549,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427549,100.000000,,,,,,,,,,,,,,,,
vus,1758427550,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427550,100.000000,,,,,,,,,,,,,,,,
vus,1758427551,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427551,100.000000,,,,,,,,,,,,,,,,
vus,1758427552,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427552,100.000000,,,,,,,,,,,,,,,,
vus,1758427553,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427553,100.000000,,,,,,,,,,,,,,,,
vus,1758427554,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427554,100.000000,,,,,,,,,,,,,,,,
vus,1758427555,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427555,100.000000,,,,,,,,,,,,,,,,
vus,1758427556,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427556,100.000000,,,,,,,,,,,,,,,,
vus,1758427557,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427557,100.000000,,,,,,,,,,,,,,,,
vus,1758427558,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427558,100.000000,,,,,,,,,,,,,,,,
vus,1758427559,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427559,100.000000,,,,,,,,,,,,,,,,
vus,1758427560,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427560,100.000000,,,,,,,,,,,,,,,,
vus,1758427561,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427561,100.000000,,,,,,,,,,,,,,,,
vus,1758427562,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427562,100.000000,,,,,,,,,,,,,,,,
vus,1758427563,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427563,100.000000,,,,,,,,,,,,,,,,
vus,1758427564,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427564,100.000000,,,,,,,,,,,,,,,,
vus,1758427565,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427565,100.000000,,,,,,,,,,,,,,,,
vus,1758427566,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427566,100.000000,,,,,,,,,,,,,,,,
vus,1758427567,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427567,100.000000,,,,,,,,,,,,,,,,
vus,1758427568,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427568,100.000000,,,,,,,,,,,,,,,,
vus,1758427569,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427569,100.000000,,,,,,,,,,,,,,,,
vus,1758427570,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427570,100.000000,,,,,,,,,,,,,,,,
vus,1758427571,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427571,100.000000,,,,,,,,,,,,,,,,
vus,1758427572,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427572,100.000000,,,,,,,,,,,,,,,,
vus,1758427573,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427573,100.000000,,,,,,,,,,,,,,,,
vus,1758427574,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427574,100.000000,,,,,,,,,,,,,,,,
vus,1758427575,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427575,100.000000,,,,,,,,,,,,,,,,
vus,1758427576,100.000000,,,,,,,,,,,,,,,,
vus_max,1758427576,100.000000,,,,,,,,,,,,,,,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_waiting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_receiving,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_failed,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_waiting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_receiving,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_failed,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_waiting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_receiving,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_failed,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_waiting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_receiving,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_failed,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_waiting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_receiving,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_failed,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_reqs,1758427576,1.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_duration,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_blocked,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_connecting,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_tls_handshaking,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
http_req_sending,1758427576,0.000000,,dial: i/o timeout,1211,false,,GET,http://172.26.80.1:4567/category/1/announcements,,default,,0,,,http://172.26.80.1:4567/category/1/announcements,,
